query_id,subplan_id,true_rows,est_rows
086bbb02ffa290e4f17c7f161465583b9ece3824,ci,36244344,36267348
086bbb02ffa290e4f17c7f161465583b9ece3824,mi1,57835,20077
086bbb02ffa290e4f17c7f161465583b9ece3824,it1,1,1
086bbb02ffa290e4f17c7f161465583b9ece3824,kt,3,3
086bbb02ffa290e4f17c7f161465583b9ece3824,n,14242,417
086bbb02ffa290e4f17c7f161465583b9ece3824,rt,3,3
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_t,36244344,36267348
086bbb02ffa290e4f17c7f161465583b9ece3824,mi1_t,57835,20077
086bbb02ffa290e4f17c7f161465583b9ece3824,kt_t,2306626,1083520
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1,3786662,721629
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_n,124669,3629
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_rt,9424613,9066837
086bbb02ffa290e4f17c7f161465583b9ece3824,it1_mi1,57459,715
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_t,3786662,721629
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_t,33766297,15543149
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_n_t,124669,3629
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_rt_t,9424613,9066837
086bbb02ffa290e4f17c7f161465583b9ece3824,it1_mi1_t,57459,715
086bbb02ffa290e4f17c7f161465583b9ece3824,kt_mi1_t,54161,8604
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1,3778265,25699
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_n,14926,72
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_rt,1570256,180407
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_n_rt,36337,907
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_t,3778265,25699
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_mi1_t,3663024,309270
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_n_t,14926,72
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_rt_t,1570256,180407
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_n_t,115237,1555
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_rt_t,8866415,3885787
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_n_rt_t,36337,907
086bbb02ffa290e4f17c7f161465583b9ece3824,it1_kt_mi1_t,53791,306
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_n,14924,3
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_rt,1568622,6425
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_n_rt,5975,18
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_kt_mi1_t,3654673,11014
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_n_t,14924,3
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_rt_t,1568622,6425
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_mi1_n_t,14367,31
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_mi1_rt_t,1526676,77317
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_mi1_n_rt_t,5975,18
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_n_rt_t,34199,389
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_n_rt,5973,1
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_kt_mi1_n_t,14365,1
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_kt_mi1_rt_t,1525059,2754
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_mi1_n_rt_t,5973,1
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_kt_mi1_n_rt_t,5789,8
086bbb02ffa290e4f17c7f161465583b9ece3824,ci_it1_kt_mi1_n_rt_t,5787,1
1050faa9de3667ad5be679bd2bc8358746cfe19b,t,2528312,2528214
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci,36244344,36267348
1050faa9de3667ad5be679bd2bc8358746cfe19b,mi1,1543173,1498362
1050faa9de3667ad5be679bd2bc8358746cfe19b,it1,3,3
1050faa9de3667ad5be679bd2bc8358746cfe19b,kt,3,3
1050faa9de3667ad5be679bd2bc8358746cfe19b,n,2695,417
1050faa9de3667ad5be679bd2bc8358746cfe19b,rt,4,4
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_t,36244344,36267348
1050faa9de3667ad5be679bd2bc8358746cfe19b,mi1_t,1543173,1498362
1050faa9de3667ad5be679bd2bc8358746cfe19b,kt_t,2306626,1083520
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1,27740371,53855730
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_n,19663,3629
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_rt,10350716,12089116
1050faa9de3667ad5be679bd2bc8358746cfe19b,it1_mi1,1526271,39780
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_t,27740371,53855730
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_t,33766297,15543149
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_n_t,19663,3629
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_rt_t,10350716,12089116
1050faa9de3667ad5be679bd2bc8358746cfe19b,it1_mi1_t,1526271,39780
1050faa9de3667ad5be679bd2bc8358746cfe19b,kt_mi1_t,1323908,642155
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1,26792901,1429798
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_n,21930,5389
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_rt,7784372,17951910
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_n_rt,4191,1210
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_t,26792901,1429798
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_mi1_t,25229075,23081027
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_n_t,21930,5389
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_rt_t,7784372,17951910
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_n_t,18589,1555
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_rt_t,9701303,5181050
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_n_rt_t,4191,1210
1050faa9de3667ad5be679bd2bc8358746cfe19b,it1_kt_mi1_t,1308961,17049
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_n,21422,143
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_rt,7470571,476599
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_n_rt,4790,1796
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_kt_mi1_t,24304669,612771
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_n_t,21422,143
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_rt_t,7470571,476599
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_mi1_n_t,20447,2310
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_mi1_rt_t,7090258,7693676
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_mi1_n_rt_t,4790,1796
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_n_rt_t,3945,519
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_n_rt,4682,48
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_kt_mi1_n_t,19963,61
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_kt_mi1_rt_t,6786146,204257
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_mi1_n_rt_t,4682,48
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_kt_mi1_n_rt_t,4491,770
1050faa9de3667ad5be679bd2bc8358746cfe19b,ci_it1_kt_mi1_n_rt_t,4386,21
1650be49892379f7e3e9c9e3f8084767f873d7c3,t,2528312,2528214
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci,36244344,36267348
1650be49892379f7e3e9c9e3f8084767f873d7c3,mi1,230462,183937
1650be49892379f7e3e9c9e3f8084767f873d7c3,it1,3,3
1650be49892379f7e3e9c9e3f8084767f873d7c3,kt,3,3
1650be49892379f7e3e9c9e3f8084767f873d7c3,n,52407,417
1650be49892379f7e3e9c9e3f8084767f873d7c3,rt,3,3
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_t,36244344,36267348
1650be49892379f7e3e9c9e3f8084767f873d7c3,mi1_t,230462,183937
1650be49892379f7e3e9c9e3f8084767f873d7c3,kt_t,2306626,1083520
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1,3961824,6611260
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_n,452917,3629
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_rt,13845480,9066837
1650be49892379f7e3e9c9e3f8084767f873d7c3,it1_mi1,224433,4883
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1_t,3961824,6611260
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_kt_t,33766297,15543149
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_n_t,452917,3629
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_rt_t,13845480,9066837
1650be49892379f7e3e9c9e3f8084767f873d7c3,it1_mi1_t,224433,4883
1650be49892379f7e3e9c9e3f8084767f873d7c3,kt_mi1_t,201431,78830
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_it1_mi1,3809800,175520
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1_n,46614,662
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1_rt,1630119,1652815
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_n_rt,145920,907
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_it1_mi1_t,3809800,175520
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_kt_mi1_t,3629017,2833397
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1_n_t,46614,662
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_mi1_rt_t,1630119,1652815
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_kt_n_t,416773,1555
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_kt_rt_t,12923498,3885787
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_n_rt_t,145920,907
1650be49892379f7e3e9c9e3f8084767f873d7c3,it1_kt_mi1_t,196557,2093
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_it1_mi1_n,44512,18
1650be49892379f7e3e9c9e3f8084767f873d7c3,ci_it1_mi1_rt,1569084,43880
