step,esp_id,label,rms_broadband,peak1x,peak2x,median_8_13hz,coeff_a,coeff_b,baseline_rms,baseline_peak1x
51,0,Normal,0.09540727435578485,0.0614,0.00283,0.00025,-4.7456899036326506e-05,-7.90199503213126,0.15617456515066722,0.10005
52,0,Normal,0.16879879679665966,0.09732,0.02741,0.00053,-0.00028928698109139555,-7.260832596670013,0.15617456515066722,0.09732
53,0,Normal,0.0676791046040061,0.04295,0.01147,0.00039,-1.8838800050854167e-05,-7.687721719974385,0.15617456515066722,0.09732
54,0,Normal,0.13347299164999638,0.09004,0.00648,0.000415,-0.00103680534361038,-7.172106235744745,0.13347299164999638,0.09004
55,0,Normal,0.24019014030555044,0.15426,0.00753,0.00025,-0.0005383985044112884,-7.908656639010737,0.15617456515066722,0.09732
56,0,Normal,0.051857843186927856,0.02601,0.00814,0.003085,-0.003031441502823884,-5.176362738795358,0.15617456515066722,0.09732
57,0,Normal,0.08036792643834978,0.04942,0.00413,0.0002,-8.602872131531195e-05,-8.076144553057754,0.15617456515066722,0.09732
58,0,Normal,0.24943260011474042,0.1421,0.02152,0.00034,2.750004308119158e-05,-7.863341666414498,0.16879879679665966,0.10005
59,0,Normal,0.15902405038232426,0.09167,0.01103,0.001735,-0.0021273543481949474,-5.716005282817377,0.15902405038232426,0.09732
60,0,Normal,0.0530984237054171,0.03264,0.00392,0.0004,-0.0014957837157533258,-7.3202992292191995,0.15902405038232426,0.09167
61,0,Unbalance,0.6393392143455617,0.3681,0.0191,0.00099,-0.001205922702759144,-6.536010462872153,0.15902405038232426,0.09167
62,0,Normal,0.1127547630922969,0.07174,0.00604,0.000465,-0.0013176285499133442,-7.298728773975706,0.13347299164999638,0.09004
63,0,Normal,0.06185160628471989,0.03876,0.00851,0.00021,0.0005543419784799135,-7.880639165535037,0.11946663090587262,0.07536
64,0,Normal,0.1860529139787926,0.1178,0.01401,0.00071,0.0003368849487795168,-7.132403632683867,0.11946663090587262,0.07536
65,0,Unbalance,0.33714503481439556,0.21062,0.00709,0.00086,-0.0018099542963930745,-6.523142520385628,0.13347299164999638,0.09004
66,0,Normal,0.12232012998685048,0.07017,0.00307,0.00025,-0.0012271788093237365,-7.589564982990738,0.13347299164999638,0.09004
67,0,Normal,0.11680157490376575,0.06775,0.00875,0.0004,-0.00033010272106548773,-7.533695046356982,0.12232012998685048,0.07174
68,0,Normal,0.21840763287943946,0.13038,0.00374,0.00047,-0.0010545899830937486,-7.152187161278754,0.13347299164999638,0.09004
69,0,Normal,0.08448016276025988,0.04825,0.00512,0.00027,-0.0011346616615886772,-7.645375441026378,0.12232012998685048,0.07174
70,0,Normal,0.16057888871205955,0.09951,0.01138,0.00049,-0.00095068054314938,-7.160220284049581,0.12232012998685048,0.07174
71,0,Normal,0.2141228640290429,0.13186,0.00678,0.00051,-0.0007796910158552458,-7.119522355864323,0.15902405038232426,0.09167
72,0,Normal,0.22549141291854108,0.13077,0.00863,0.00039,0.00017490581194838387,-7.7024828805310825,0.16057888871205955,0.09951
73,0,Normal,0.07266460073515853,0.04301,0.00578,0.00022,-0.0009411550328872688,-7.928396730172848,0.15902405038232426,0.09167
74,0,Normal,0.13128741638100738,0.08549,0.00748,0.00025,-0.0007089109150823694,-7.752131791526787,0.13128741638100738,0.08549
75,0,Normal,0.051021053497551386,0.03168,0.00852,0.00017,-5.231302676559833e-05,-8.214084281153628,0.13128741638100738,0.08549
76,0,Normal,0.09179866012094075,0.05492,0.01582,0.001845,-0.0027413929826227267,-5.747775150852449,0.12232012998685048,0.07174
77,0,Normal,0.14589466988207622,0.0946,0.00658,0.00023,-0.00035246916296106804,-7.978610427136751,0.13128741638100738,0.08549
78,0,Normal,0.01298846411243454,0.00852,0.00204,0.00045,-0.001183870887312512,-7.265486785714875,0.13128741638100738,0.08549
79,0,Normal,0.06192411242803566,0.03658,0.00768,0.0002,0.00019915113238883793,-8.118509685131857,0.12232012998685048,0.07017
80,0,Normal,0.17444577753559987,0.09926,0.00453,0.008035,-0.001937297748362041,-4.331746063717432,0.12232012998685048,0.07017
81,0,Normal,0.09906343725108675,0.06677,0.00246,0.00025,0.00021587404282745113,-7.788606376567305,0.11680157490376575,0.06775
82,0,Normal,0.12561990248364308,0.07171,0.00108,0.00029,-0.0003747870686844452,-7.563142209034787,0.12561990248364308,0.07171
83,0,Normal,0.1791162055761566,0.11513,0.00241,0.00133,-0.0019261374435040966,-6.112986201052587,0.12561990248364308,0.07171
84,0,Normal,0.16219036253735916,0.1093,0.00912,0.00023,-0.00010580036899037719,-7.774195572570356,0.13128741638100738,0.08549
85,0,Normal,0.037885872036948015,0.0215,0.01879,0.00022,-0.00028027534367971465,-8.076430775745441,0.12561990248364308,0.07171
86,0,Normal,0.0274677337980402,0.01839,0.00573,0.00029,-0.0007600968711466809,-7.733014300491234,0.09906343725108675,0.06677
87,0,Normal,0.11832432928185141,0.07568,0.00788,0.00078,-0.000276056539574964,-6.846434458784343,0.09906343725108675,0.06677
88,0,Normal,0.16306953578151867,0.1035,0.00149,0.00051,0.00025157401989643705,-7.357258137799108,0.11832432928185141,0.07171
89,0,Unbalance,0.386258367288011,0.24103,0.0065,0.0020499999999999997,-0.002198033783703322,-5.646721353117984,0.11832432928185141,0.07171
90,0,Unbalance,0.40304014613931455,0.24059,0.00674,0.00034,-0.0004690271076645392,-7.659819531279769,0.12561990248364308,0.07568
91,0,Normal,0.17389616672025868,0.10389,0.00323,0.00092,-0.0021441985947652197,-6.387601718849778,0.14589466988207622,0.0946
92,0,Normal,0.0589004533089517,0.03955,0.01705,0.00024,0.00046757030782992366,-8.114813151599238,0.12561990248364308,0.07568
93,0,Normal,0.19981774145455652,0.12455,0.02169,0.00025,-8.038391327943804e-05,-7.998091229268701,0.16219036253735916,0.09926
94,0,Normal,0.05026747855224091,0.02717,0.00388,0.00026000000000000003,0.0005008990449250956,-8.058080924733664,0.16219036253735916,0.09926
95,0,Normal,0.25873395815006583,0.15423,0.01275,0.00031,-0.0008756768732874002,-7.606068344054144,0.16219036253735916,0.1035
96,0,Unbalance,0.2963735951463963,0.19311,0.00958,0.00041,-0.0005037964215558218,-7.549464724007232,0.16306953578151867,0.10389
97,0,Normal,0.24768675196707635,0.16149,0.00829,0.00037,-0.001435250377859152,-7.213049985994972,0.17389616672025868,0.1093
98,0,Normal,0.25159212050459767,0.1505,0.00921,0.00034,-0.0005710414853794698,-7.6132434376161475,0.17389616672025868,0.1093
99,0,Normal,0.09747792929684133,0.0619,0.00892,0.00029,0.0007554468623084595,-8.002201379692503,0.17389616672025868,0.10389
100,0,Normal,0.2405395979875247,0.16216,0.00564,0.00041,0.00022089803860232994,-7.6607846947745095,0.19981774145455652,0.12455
101,0,Normal,0.08952149071591692,0.0511,0.0026,0.00046,-0.0011777979800257168,-7.217794028688538,0.19981774145455652,0.12455
102,0,Unbalance,0.26912909597440404,0.1668,0.00575,0.00114,-0.0018364092202039597,-6.2385590278883996,0.2405395979875247,0.1505
103,0,Normal,0.24936534302103808,0.14441,0.00638,0.00027,-0.00027107413133772276,-7.729265574180008,0.24768675196707635,0.1505
104,0,Normal,0.16811240882219253,0.10778,0.00355,0.000405,-0.00039724288344890693,-7.461638534568612,0.2405395979875247,0.14441
105,0,Unbalance,0.362542233401848,0.24436,0.00518,0.00047,-8.126198858496452e-05,-7.441770678175186,0.2405395979875247,0.14441
106,0,Normal,0.16991264255493171,0.09863,0.00813,0.00025,8.640724697554356e-05,-7.738460323074621,0.2405395979875247,0.14441
107,0,Normal,0.06607135839378513,0.0382,0.00276,0.00043000000000000004,-0.0012950965256584995,-7.060364779823284,0.2405395979875247,0.14441
108,0,Normal,0.14506110402171907,0.08365,0.02527,0.00025,8.272480829492073e-05,-7.9473330841794025,0.2405395979875247,0.14441
109,0,Normal,0.15342625101331256,0.0917,0.01092,0.00027,-0.0004051073030953695,-7.898896283829463,0.2405395979875247,0.14441
110,0,Normal,0.12220543441271342,0.06979,0.01435,0.00036,-0.0005074517942550643,-7.428290403440913,0.16991264255493171,0.10778
111,0,Normal,0.12241051057813623,0.07083,0.00307,0.00037,-0.00041983139262265185,-7.483964454627738,0.16811240882219253,0.09863
112,0,Normal,0.10783962768852645,0.06898,0.01649,0.0002,-0.0006952504745645454,-7.909556683669027,0.15342625101331256,0.0917
113,0,Normal,0.14221079283936222,0.08236,0.00449,0.00027,-0.00027996612295298133,-7.457370411559145,0.14506110402171907,0.08365
114,0,Normal,0.14265995408663218,0.08237,0.00236,0.00119,-0.0016674550272554867,-6.279494707488009,0.14506110402171907,0.08365
115,0,Normal,0.07916698617479385,0.05016,0.00625,0.00017500000000000003,0.0010263254360660429,-8.327969639496565,0.14265995408663218,0.08237
116,0,Unbalance,0.29010190020060195,0.16731,0.0387,0.00041,-0.0004999039913914942,-7.41865108911625,0.14506110402171907,0.08365
117,0,Normal,0.12449010121290767,0.07596,0.00243,0.00017,-2.9885657678299956e-05,-8.320247404326837,0.14265995408663218,0.08237
118,0,Normal,0.10584947047576572,0.06289,0.00369,0.00024,-0.0012753413358434686,-7.617515433475339,0.14221079283936222,0.08236
119,0,Normal,0.2117714322093516,0.12157,0.019,0.00027,1.765281679466994e-06,-7.954469106086489,0.14221079283936222,0.08236
120,0,Unbalance,0.3553677437528623,0.22961,0.0053,0.00053,-0.0007450304328044638,-7.132353837185067,0.14221079283936222,0.08236
121,0,Normal,0.17033239327855404,0.11437,0.00311,0.00071,-0.0009074143551070496,-6.753727532579276,0.14221079283936222,0.08236
122,0,Normal,0.08022505095043567,0.0462,0.00629,0.00042,-0.0012447919099131972,-7.231561273535637,0.14221079283936222,0.08236
123,0,Normal,0.07432479061524493,0.04438,0.00248,0.00032,-0.001254049165957457,-7.467498851953117,0.12449010121290767,0.07596
124,0,Normal,0.1588082252277885,0.09528,0.0111,0.00029,-0.0002656794735171595,-7.866248809194921,0.12449010121290767,0.07596
125,0,Normal,0.1397622377468249,0.09395,0.01033,0.00029,0.0007794934456085595,-8.237206185641478,0.1397622377468249,0.08236
126,0,Normal,0.263930525138719,0.16495,0.02057,0.00031,-0.00016239348230317083,-7.881317187522815,0.14221079283936222,0.08237
127,0,Unbalance,0.26818920876873475,0.18067,0.01329,0.00042500000000000003,0.000371052854834396,-7.532372363398958,0.14265995408663218,0.09395
128,0,Unbalance,0.4409679413517495,0.25577,0.01517,0.000965,-0.0008589450337339407,-6.528530727515348,0.1588082252277885,0.09528
129,0,Normal,0.2580354620977512,0.15404,0.01891,0.00036,-0.00036335999964510796,-7.7318541989483744,0.17033239327855404,0.11437
130,0,Unbalance,0.4237370970306943,0.25433,0.01648,0.00114,-0.0013709174203726518,-6.265186695143614,0.2117714322093516,0.12157
131,0,Normal,0.23585655895056215,0.13432,0.02265,0.00041,0.00010445815261714675,-7.544170376088557,0.2117714322093516,0.12157
132,0,Normal,0.06452346937355431,0.0403,0.01329,0.00039,-0.0012736632460389964,-7.244240527411288,0.2117714322093516,0.12157
133,0,Normal,0.18473604196257967,0.10608,0.00615,0.0005,-0.0013004272913844151,-7.187210444842333,0.2117714322093516,0.12157
134,0,Unbalance,0.5226234147069952,0.31216,0.02434,0.000985,-0.001460861049072725,-6.546268947707258,0.23585655895056215,0.13432
135,0,Normal,0.17756411123872978,0.11562,0.00338,0.000315,-0.0002235693215140304,-7.889062696973173,0.18473604196257967,0.11562
136,0,Normal,0.15770744972892053,0.09455,0.00777,0.00024,-1.3407396138066874e-06,-7.924587406280806,0.18473604196257967,0.11562
137,0,Normal,0.15702068812739295,0.09347,0.00993,0.00029,-0.00043475265149490463,-7.669697652389331,0.18473604196257967,0.11562
138,0,Normal,0.16513051111166582,0.09398,0.01458,0.00034500000000000004,0.00034948116588091454,-7.7452343931397145,0.18473604196257967,0.11562
139,0,Normal,0.16313924451216513,0.10593,0.00575,0.000335,-0.0008433356396077012,-7.626541900372155,0.18473604196257967,0.11562
140,0,Normal,0.10011763780673213,0.05688,0.02395,0.001605,-0.0019409624885155597,-5.9400474243208015,0.18473604196257967,0.11562
141,0,Normal,0.18672384421921054,0.10647,0.00519,0.00021,-0.0002618723205421508,-7.962051243689167,0.18473604196257967,0.10647
142,0,Normal,0.12618942110969522,0.08015,0.01088,0.00043,0.0011912355902762497,-8.098655329147057,0.17756411123872978,0.10608
143,0,Unbalance,0.3044870039919602,0.17384,0.01204,0.00055,-0.00029752496985226075,-7.329941871599081,0.17756411123872978,0.10608
144,0,Normal,0.13168010669801264,0.08866,0.00485,0.00123,-0.0014528236338859474,-6.081300467977327,0.16513051111166582,0.10593
145,0,Normal,0.14817949655738474,0.08534,0.02181,0.00022,-5.405661954378259e-05,-8.125133158095611,0.16313924451216513,0.09455
146,0,Normal,0.1669058108634927,0.09939,0.00916,0.00019,0.00013382953900250717,-8.308209946316262,0.16313924451216513,0.09455
147,0,Normal,0.1200975095495323,0.07635,0.00803,0.00018,-0.000307058137547426,-8.247589258526274,0.16313924451216513,0.09455
148,0,Normal,0.1606902542159916,0.09169,0.01501,0.00027,-0.0006280477140677901,-7.738548656352658,0.1606902542159916,0.09398
149,0,Normal,0.21803986401573452,0.12418,0.00628,0.00072,-0.0009477403681997934,-6.884244031760977,0.1606902542159916,0.09398
150,0,Normal,0.11676298814264734,0.07167,0.00607,0.00023500000000000002,0.0003854650622339967,-8.13676401868916,0.15770744972892053,0.09347
151,0,Normal,0.20874002107885303,0.13059,0.01371,0.0004,-0.0004905209306117055,-7.484622934358374,0.1606902542159916,0.09347
152,0,Normal,0.25024423310038535,0.15939,0.01288,0.00042,0.001076209891213332,-7.931736677674099,0.16313924451216513,0.09398
153,0,Unbalance,0.32310877456361353,0.20845,0.00833,0.00053,-0.001650862078403008,-6.9265548886483765,0.16313924451216513,0.09939
154,0,Normal,0.15414885143912033,0.08879,0.01031,0.00033,-0.0005795269625110297,-7.632276132733977,0.1606902542159916,0.09169
155,0,Normal,0.17685812449531407,0.10604,0.00521,0.00045,-0.0009931455477874666,-7.31935704024048,0.1669058108634927,0.09939
156,0,Normal,0.1284635329578009,0.07682,0.0115,0.00036,-0.0003229847691344736,-7.601451324458174,0.1606902542159916,0.09169
157,0,Normal,0.0683892001707872,0.04088,0.00496,0.00055,-0.001972276281605041,-6.7779511905847,0.1606902542159916,0.09169
158,0,Normal,0.09058666899715433,0.05412,0.01248,0.00025,-0.0005418629238860147,-7.919508797511168,0.15414885143912033,0.08879
159,0,Unbalance,0.27490136467467746,0.18532,0.01307,0.000465,7.438518255049114e-05,-7.373798881259569,0.1606902542159916,0.09169
160,0,Normal,0.2021348188709704,0.13628,0.01276,0.00043,0.0005756102540478415,-7.675852609539388,0.1669058108634927,0.09939
161,0,Normal,0.06835323254974852,0.03932,0.00343,0.00033,-0.000976653880424444,-7.367526449437703,0.1606902542159916,0.09169
162,0,Unbalance,0.33840603230439026,0.20896,0.00695,0.000495,-0.0008588548952986063,-7.198822312034919,0.17685812449531407,0.10604
163,0,Normal,0.13812960218577336,0.08306,0.00233,0.00046,-0.0003570315434210088,-7.498409305398653,0.17685812449531407,0.10604
164,0,Normal,0.13716195755383487,0.08471,0.00408,0.0002,-0.000247955565378661,-8.070791340215923,0.15414885143912033,0.08879
165,0,Normal,0.09162312426456544,0.05726,0.01923,0.00205,-0.0030988532857389403,-5.57278116778176,0.15414885143912033,0.08879
166,0,Normal,0.09463927197522178,0.0603,0.0196,0.00036,0.000711615801762085,-7.936970489200592,0.13812960218577336,0.08471
167,0,Unbalance,0.3416569734397353,0.21744,0.0064,0.00049,-0.001140167438229271,-7.151071239328038,0.13812960218577336,0.08471
168,0,Normal,0.15896159284556757,0.09108,0.01465,0.001075,-0.0018157248737832032,-6.400463251284875,0.13812960218577336,0.08471
169,0,Normal,0.09262677096822494,0.05705,0.00287,0.00025,-0.0005007956233373126,-7.9524604748952115,0.13716195755383487,0.08306
170,0,Normal,0.19179426633765673,0.11994,0.00586,0.00032,-0.0008415328305969166,-7.480150195077853,0.13716195755383487,0.08306
171,0,Normal,0.11638733264406399,0.06712,0.00959,0.00096,-0.0013926688724752135,-6.418325649063839,0.13716195755383487,0.08306
172,0,Unbalance,0.3631677511839398,0.20694,0.01975,0.00034,-0.0002107919180517483,-7.746777466134936,0.13812960218577336,0.08471
173,0,Unbalance,0.3354408552934481,0.19508,0.01344,0.00129,-0.0011032230127435696,-6.138593174156334,0.15896159284556757,0.09108
174,0,Normal,0.11842471912569605,0.06734,0.01594,0.00086,-0.0016198978209828446,-6.612287287698596,0.13812960218577336,0.08471
175,0,Normal,0.045358438024252996,0.02541,0.0134,0.00029,-0.00021995502229641683,-7.740135338742253,0.13716195755383487,0.08306
176,0,Unbalance,0.3028655714999643,0.19253,0.01021,0.000635,0.0002496214506916288,-7.244503489097591,0.13812960218577336,0.08471
177,0,Normal,0.17250661088781497,0.09953,0.00528,0.00024,3.849442735377862e-05,-7.839614883050016,0.13812960218577336,0.08471
178,0,Normal,0.20871341140425068,0.12111,0.01714,0.00038,0.0002895427028833131,-7.614576425676714,0.15896159284556757,0.09108
179,0,Normal,0.25547465999585944,0.15827,0.00846,0.00037,-0.0001228624854690375,-7.522827785580966,0.17250661088781497,0.09953
180,0,Unbalance,0.5468836677027391,0.31506,0.01494,0.00037,-0.00017799730617579817,-7.661912067156788,0.19179426633765673,0.11994
181,0,Unbalance,0.33019834675540094,0.21459,0.01174,0.00053,-0.000918999686914832,-7.196253678136151,0.20871341140425068,0.12111
182,0,Normal,0.10435702995007094,0.07027,0.00779,0.000615,-0.000851305829042518,-7.033719863747084,0.19179426633765673,0.11994
183,0,Normal,0.08752146479578594,0.0554,0.00496,0.000395,-8.96447460171427e-05,-7.738751592669714,0.19179426633765673,0.11994
184,0,Normal,0.018884496286636826,0.01097,0.00582,0.000355,0.00047382109338394454,-7.784177717728416,0.19179426633765673,0.11994
185,0,Normal,0.051249913170658155,0.03262,0.01219,0.00036,-0.0014809955823554914,-7.297368628378978,0.17250661088781497,0.09953
186,0,Normal,0.10751973214252349,0.06104,0.01364,0.00121,-0.001017861392748685,-6.392786100000106,0.17250661088781497,0.09953
187,0,Unbalance,0.32287214218634597,0.20675,0.01058,0.002085,-0.0023455758963235,-5.618340869161942,0.17250661088781497,0.09953
188,0,Normal,0.06436521110040733,0.03895,0.00469,0.00044,-0.0011977680655333434,-7.09496281477953,0.11842471912569605,0.07027
189,0,Normal,0.23627765615901983,0.14979,0.00677,0.00037,0.0009820027595039283,-7.929522463796538,0.17250661088781497,0.09953
190,0,Unbalance,0.35776939863548984,0.20752,0.00434,0.00037,0.00023759391596572883,-7.691471295222004,0.20871341140425068,0.12111
191,0,Unbalance,0.2914417030900005,0.17457,0.01047,0.00035,0.00020293233657877919,-7.732941795878712,0.20871341140425068,0.12111
192,0,Unbalance,0.5138705010019547,0.29668,0.02073,0.001355,-0.0012550258457136648,-6.162315305281574,0.23627765615901983,0.14979
193,0,Normal,0.275871598030678,0.15874,0.01907,0.00027,-1.8804351190266546e-05,-7.9378216410771865,0.25547465999585944,0.15827
194,0,Normal,0.1525511383110595,0.09881,0.00639,0.00029,0.00011092277378404832,-7.897748513585141,0.23627765615901983,0.14979
195,0,Normal,0.23031634028005918,0.14616,0.00886,0.000475,0.0005532125866511601,-7.490430548359756,0.23031634028005918,0.14616
196,0,Unbalance,0.36321348501948547,0.24565,0.00804,0.00357,-0.0017632812933754552,-5.10411490202701,0.23031634028005918,0.14616
197,0,Normal,0.2602036385218316,0.1484,0.00625,0.00025,-9.059195052301396e-05,-7.953372953803407,0.23627765615901983,0.1484
198,0,Normal,0.21250756151252592,0.13027,0.01038,0.000465,-0.0012840315576758982,-7.1264694026401045,0.23627765615901983,0.1484
199,0,Unbalance,0.2572203166548086,0.17336,0.01363,0.00032,0.0002896752964016625,-7.756495717179833,0.2572203166548086,0.14979
200,0,Normal,0.26322693707141753,0.16374,0.00193,0.00027,-0.00024414316308086863,-7.854455004669185,0.2602036385218316,0.15874
201,0,Normal,0.15136656665195256,0.0864,0.00335,0.00045,-0.0004938498477984345,-7.578091656308133,0.2602036385218316,0.15874
202,0,Normal,0.27263512869767903,0.15689,0.0209,0.000245,-0.00017408440510320288,-7.916282811311103,0.2602036385218316,0.15689
203,0,Normal,0.21631537300894726,0.13733,0.01293,0.00045,0.0006218659084449726,-7.689591834074809,0.2602036385218316,0.15689
204,0,Normal,0.05173893408256494,0.03282,0.00738,0.001265,-0.001222539640083175,-6.285540702521228,0.2602036385218316,0.15689
205,0,Normal,0.11171242858339442,0.07084,0.01261,0.001245,-0.0011114101755872606,-6.2220651545899335,0.2572203166548086,0.1484
206,0,Unbalance,0.28751082970907377,0.18686,0.00638,0.0019450000000000001,-0.002296395444244742,-5.634562075506407,0.2572203166548086,0.1484
207,0,Normal,0.22122164360658747,0.12681,0.01222,0.00027,-0.00032324379319497,-7.794452211887791,0.23031634028005918,0.14616
