step,value,baseline,residual,drift,slew,grammar_state
91,109.980719,50.000000,59.980719,1.75242462,-0.11644138,Violation
92,114.452227,50.000000,64.452227,1.84503324,0.05665521,Violation
93,115.789383,50.000000,65.789383,1.86114649,0.37753876,Violation
94,116.407072,50.000000,66.407072,1.88118357,0.44975297,Violation
95,120.042911,50.000000,70.042911,2.00533393,0.29241688,Violation
96,120.813396,50.000000,70.813396,1.96258346,0.58180673,Violation
97,121.683408,50.000000,71.683408,1.92668551,0.52355131,Violation
98,125.668518,50.000000,75.668518,2.00913161,0.34106599,Violation
99,129.491306,50.000000,79.491306,2.08436666,0.39569450,Violation
100,129.943855,50.000000,79.943855,2.15482812,-0.01597104,Violation
101,133.009040,50.000000,83.009040,2.18661856,0.00510282,Violation
102,136.604820,50.000000,86.604820,2.25841979,0.13462123,Violation
103,138.902569,50.000000,88.902569,2.28093527,0.39371981,Violation
104,139.825998,50.000000,89.825998,2.30849442,0.33598225,Violation
105,140.754396,50.000000,90.754396,2.24636604,0.37493721,Violation
106,139.798681,50.000000,89.798681,2.12160498,-0.00686655,Violation
107,144.342633,50.000000,94.342633,2.13170735,-0.42494849,Violation
108,148.887912,50.000000,98.887912,2.18689471,-0.47177239,Violation
109,146.662257,50.000000,96.662257,2.08587993,-0.73784100,Violation
110,150.253930,50.000000,100.253930,2.07048386,-0.95615827,Violation
111,152.976350,50.000000,102.976350,2.03726562,-0.79115858,Violation
112,152.073073,50.000000,102.073073,1.89145528,-0.51476754,Violation
113,157.229628,50.000000,107.229628,1.87988456,-0.02161237,Violation
114,156.156535,50.000000,106.156535,1.83799080,-0.01748032,Violation
115,158.079142,50.000000,108.079142,1.76185920,0.06086704,Violation
116,162.810220,50.000000,112.810220,1.79109813,0.28276960,Violation
117,162.297759,50.000000,112.297759,1.80382930,0.18390333,Violation
118,164.960922,50.000000,114.960922,1.85702904,-0.03436229,Violation
119,167.172458,50.000000,117.172458,1.89883530,-0.14501232,Violation
120,168.293633,50.000000,118.293633,1.89753067,-0.16320652,Violation
121,172.549732,50.000000,122.549732,1.87696797,0.32783949,Violation
122,176.219509,50.000000,126.219509,1.96100881,0.73333373,Violation
123,174.794407,50.000000,124.794407,2.02544128,0.31497909,Violation
124,176.609304,50.000000,126.609304,1.97913283,0.29609223,Violation
125,182.363592,50.000000,132.363592,2.07234704,0.49179655,Violation
126,179.529875,50.000000,129.529875,2.05782440,0.01481957,Violation
127,186.251738,50.000000,136.251738,2.09070642,0.30817797,Violation
128,188.238908,50.000000,138.238908,2.19853115,0.11547836,Violation
129,188.572214,50.000000,138.572214,2.17328131,0.02410881,Violation
130,191.668594,50.000000,141.668594,2.16460230,0.12009646,Violation
131,189.382503,50.000000,139.382503,2.11398235,-0.37025702,Violation
132,192.834281,50.000000,142.834281,2.04011408,-0.41908251,Violation
133,196.077852,50.000000,146.077852,2.01436647,-0.45324456,Violation
134,197.801550,50.000000,147.801550,1.98376617,-0.36470490,Violation
135,200.878261,50.000000,150.878261,1.95272761,-0.17364411,Violation
136,203.503444,50.000000,153.503444,1.99254777,-0.07872186,Violation
137,205.156914,50.000000,155.156914,2.06800646,-0.17337784,Violation
138,203.429451,50.000000,153.429451,1.95621353,-0.16210894,Violation
139,209.054092,50.000000,159.054092,1.93462280,0.38123819,Violation
140,211.700577,50.000000,161.700577,2.02772815,0.31089914,Violation
141,210.480096,50.000000,160.480096,1.90458322,0.46842563,Violation
142,216.365312,50.000000,166.365312,2.01008540,0.40420921,Violation
143,213.031072,50.000000,163.031072,1.98145940,-0.25124292,Violation
144,219.030657,50.000000,169.030657,2.02380263,-0.29229198,Violation
145,220.423392,50.000000,170.423392,2.08065206,-0.49605714,Violation
146,223.575719,50.000000,173.575719,2.04829705,0.00769427,Violation
147,223.045120,50.000000,173.045120,1.97918068,-0.00387828,Violation
148,224.723097,50.000000,174.723097,1.93679135,-0.09282754,Violation
149,230.181650,50.000000,180.181650,1.97780992,0.27475443,Violation
150,227.977550,50.000000,177.977550,1.93598880,0.00285180,Violation
151,231.207417,50.000000,181.207417,1.95313640,-0.09829429,Violation
152,231.780796,50.000000,181.780796,1.93291771,-0.48036644,Violation
153,233.998079,50.000000,183.998079,1.82368972,-0.23896851,Violation
154,236.470478,50.000000,186.470478,1.82780206,-0.31133783,Violation
155,240.548038,50.000000,190.548038,1.91155158,-0.21036829,Violation
156,242.466465,50.000000,192.466465,1.90536427,0.21325077,Violation
157,243.622048,50.000000,193.622048,1.98197850,-0.02135922,Violation
158,244.120396,50.000000,194.120396,1.87844197,0.43531086,Violation
159,250.284146,50.000000,200.284146,1.98938260,0.69799254,Violation
160,249.646594,50.000000,199.646594,2.01255726,0.68925924,Violation
161,253.996896,50.000000,203.996896,2.13018736,0.57296407,Violation
162,253.068961,50.000000,203.068961,2.10081208,0.35120560,Violation
163,257.221498,50.000000,207.221498,2.11596442,0.32005599,Violation
164,259.363907,50.000000,209.363907,2.22456992,-0.14416351,Violation
165,260.596923,50.000000,210.596923,2.19680418,-0.15433688,Violation
166,260.863803,50.000000,210.863803,2.15149459,-0.44911142,Violation
167,264.757421,50.000000,214.757421,2.11399205,-0.43880385,Violation
168,268.529876,50.000000,218.529876,2.11637815,-0.11464759,Violation
169,268.186368,50.000000,218.186368,2.05748868,-0.06304326,Violation
170,272.156822,50.000000,222.156822,2.10109123,0.02502264,Violation
171,269.805449,50.000000,219.805449,2.02783316,-0.36421735,Violation
172,275.431396,50.000000,225.431396,2.03060120,-0.22236404,Violation
173,274.334266,50.000000,224.334266,1.90657466,-0.06348081,Violation
174,275.525338,50.000000,225.525338,1.88052540,-0.42450954,Violation
175,282.728232,50.000000,232.728232,1.92618561,-0.06545757,Violation
176,282.140625,50.000000,232.140625,1.96330128,-0.26504845,Violation
177,284.067880,50.000000,234.067880,1.92157257,0.02349681,Violation
178,286.918921,50.000000,236.918921,1.95905339,0.11818543,Violation
179,288.051186,50.000000,238.051186,1.97999030,0.18309690,Violation
180,289.789226,50.000000,239.789226,1.97715265,0.15518975,Violation
181,294.580679,50.000000,244.580679,1.99746825,0.67639418,Violation
182,294.144083,50.000000,244.144083,1.99769777,0.60401496,Violation
183,298.027856,50.000000,248.027856,2.09785368,0.25762647,Violation
184,299.086497,50.000000,249.086497,2.10931115,0.19133795,Violation
185,300.218142,50.000000,250.218142,2.15214370,-0.25296135,Violation
186,300.781182,50.000000,250.781182,2.04165117,-0.27356530,Violation
187,303.839635,50.000000,253.839635,2.05773369,-0.56186346,Violation
188,307.061560,50.000000,257.061560,2.02155976,-0.35014353,Violation
189,310.930190,50.000000,260.930190,1.99924901,0.15452589,Violation
190,309.675393,50.000000,259.675393,2.02491940,-0.18308212,Violation
191,312.436268,50.000000,262.436268,2.00658306,-0.16875762,Violation
192,314.027869,50.000000,264.027869,1.97490243,-0.07277798,Violation
193,317.882338,50.000000,267.882338,2.01404188,0.11774796,Violation
194,315.623961,50.000000,265.623961,1.91848872,0.01271969,Violation
195,320.384234,50.000000,270.384234,1.89312645,0.15733276,Violation
196,321.850450,50.000000,271.850450,1.93205035,-0.15248154,Violation
197,325.270614,50.000000,275.270614,1.94661214,-0.02128197,Violation
198,324.900995,50.000000,274.900995,1.95173224,-0.21764361,Violation
199,325.792516,50.000000,275.792516,1.91341174,-0.43747706,Violation
